Job Title,Company Name,Job Type,Date,Salary,Location,Job Description,lien
Manager Data Science - Lead Digital et Média H/F,Publicis Groupe,CDI,14/01/2024,,Paris 1er - 75,"EPSILON France en quelques motsEPSILON France est l'entité Datamarketing de Publicis Groupe avec 700 experts data, marketing et technologiques et plus de 40 métiers représentés.Avec pour claim « Every Interaction Counts », la mission d'EPSILON est de conjuguer les pouvoirs de la data, du marketing et de la technologie pour rendre les interactions entre les marques et leurs clients toujours plus justes et pertinentes. EPSILON intervient sur l'ensemble des étapes-clé d'un projet de transformation data-driven, de la définition de la stratégie à l'exécution opérationnelle. EPSILON compte plus de 300 clients actifs et pilote quotidiennement plus de 100 plateformes datamarketingLe pôle Data Sciences constitué d'environ 90 personnes sur 2 sites (Paris et Lille).Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :-  La connaissance client pour aider les annonceurs dans la personnalisation et l'optimisation du parcours client en capitalisant sur l'analyse de la données et la modélisation : Analyse du comportement d'achat des clients, construction de segmentations clients, scores d'appétence, de churn, analyses de sentiments, prévisions-  L'Intelligence Artificielle pour mettre en place des outils permettant d'optimiser les processus d'entreprise et proposer de nouveaux services apporteurs de valeur : moteurs de recommandation ou de substitution, Moteur de routage automatique d'emails, prédictions de ventes pour optimiser les capacités nécessaires...-  L'optimisation de l'efficacité et de la performance des entreprises en apportant une vision 360 aux annonceurs par l'analyse des données CRM, Digitales et Média et en les aidant dans leur prise de décision, dans leurs choix d'investissement média et digitaux : modèles d'attributions et de contribution, Marketing Mix Modeling, analyse de sites e-commerce, analyse omnicanale... et dans le développement d'outils leur permettant d'acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.Nous recherchons un Manager Data Sciences sur les problématiques Digitales et Média.Description du posteEn tant que manager Data Science, vous avez un rôle majeur dans l'équipe Data Sciences et au sein d'Epsilon. Vous portez les offres autour de l'analyse de parcours clients, l'attribution et la contribution des leviers digitaux aux ventes, leur mesure de performance, l'analyse du funnel digital, la segmentation d'audiences.Vous intervenez en avant-vente pour répondre aux besoins clients et vous êtes lead sur la réalisation des projets et la montée en compétence des équipes sur ces sujets.Vous réalisez une veille sur ces problématiques pour garantir d'être toujours à la pointe de l'innovation. Dans ce cadre, vous aurez la possibilité d'intervenir dans le L@b interne d'Epsilon pour mettre en oeuvre des innovations que vous auriez identifié et qui vous semblent pertinentes pour le développement de l'offre.Vos missions-  Etre lead sur les offres Data Sciences liées au Digital et Média-  Détecter des besoins et prendre en charge les avant-ventes Digitales & Média en apportant votre expertise pour développer ce type de projets avec l'aide des équipes commerciales-  Assurer un rôle de formateur et d'expert sur ces sujets pour la diffusion des compétences dans l'équipe Data Sciences globale et auprès de nos clients.-  Etre lead sur le pilotage des projets d'innovation sur cesproblematiques dans le cadre de notre L@b interne et assurer une veille sur votre secteur-  Réaliser des communications autour de ces sujets : communiqués de presse, interventions sur des salons...-  Gérer et piloter les projets Data Science. A ce titre, vous êtes en charge de la relation client et garant de la qualité (respect du planning, du budget, des méthodologies mises en place et des restitutions aux clients),-  Manager une équipe de datascientists (jusqu'à 10 personnes) et contribuez au développement de l'esprit d'équipeExemple de missions confiées à des Managers :-  Grande distribution : Mise en place d'un moteur de substitution green pour le Drive (proposition de produits alternatifs avec moins forte empreinte carbone).-  Secteur Telco : Mise en place d'un modèle de Marketing Mix Modeling pour aider l'entreprise à optimiser leurs investissements sur les différents leviers.-  Grande distribution : Construire une segmentation stade de vie afin de personnaliser la relation client selon la vie du client-  Banque de détail : Construction de persona via des méthodes de Random Forest à partir des données clients et des données du site de l'annonceur.-  Secteur de la presse : Développement d'une segmentation de l'audience du site pour personnaliser le parcours client & prospect sur le site de la marque et les propositions commerciales en capitalisant sur les données de navigationVOUS MARQUEZ DES POINTS SIDe formation supérieure en statistiques, vous avez une expérience d'au moins 7 ans chez l'annonceur ou en prestation et avez déjà exercé des missions en tant que manager sur des problématiques digitales et média.Vous parlez anglais et avez la capacité de gérer des projets de dimension internationale.Vous maîtrisez les méthodes statistiques standards et leurs applications opérationnelles en environnement Big Data, ainsi que l'un des principaux logiciels statistiques du marché : Spark, R, SAS, Python et idéalement au moins un outil de data visualisation.Vous connaissez es principales solutions de mesure d'audience du marché (Google Analytics, Adobe Analytic, AT Internet...)Vous disposez de compétences en traitement des données avec des expériences sur des bases de données SQL, NoSQL idéalement dans des environnements cloud.Vous avez des capacités d'adaptation, d'écoute et de partage pour s'inscrire chez EPSILON dont la culture du collectif est très importante.",https://www.hellowork.com/fr-fr/emplois/40050941.html
Manager en Data Science - Marketing Analytics - N H/F,Ekimetrics,CDI,02/01/2024,,Paris 1er - 75,"Si vous êtes passionné.e de data, ou de technologie en général, et que vous avez envie d'être acteur.rice de votre avenir professionnel, votre place est sûrement chez Ekimetrics !Et si nous vous présentions quelques datas ?·        400 expert.e.s en data science·        1000 projets divers et variés pour plus de 350 clients·        4 bureaux : Paris, Hong Kong, Londres et New York·        1 milliard de $ de profits générés pour nos clients depuis 2006Chez Ekimetrics nous avons l'ambition d'accompagner nos clients à repenser leur business model, en réconciliant performance économique et objectifs durables, grâce à la data science.C'est pourquoi nous avons en interne toutes les compétences nous permettant de répondre aux besoins de nos clients : Product Managers, Product Designers, Data Architects, Lead Tech, Data Engineers, DEVOPS Engineers, Data Scientists.Pourquoi recrutons-nous ?Dans un contexte de forte croissance, nous recherchons un.e Manager pour rejoindre notre bureau parisien.  Nous souhaitons renforcer nos équipes qui interviennent sur la « Performance Marketing » de nos clients. Nous les accompagnons autant sur des recommandations détaillées et actionnables immédiatement, que sur des stratégies de marque plus long terme, reconnectant impact business immédiat et futur.Votre rôle dans l'équipeLe/La Manager chez Ekimetrics a un rôle de Chef de Mission sur les sujets Data Marketing et il/elle est aussi moteur de projets internes Ekimetrics :Une dimension externe tournée vers le client :·       Gérer les projets de bout en bout, y compris de l'audit, de la planification, de la conception, du développement, de la mise en oeuvre et de la maintenance ;·       Elaborer la roadmap concernant la stratégie et les recommandations d'architecture ;·       Accompagner la prise en charge d'un cycle complet d'industrialisation de données ;·       Présenter les recommandations stratégiques aux clients.Une dimension interne tournée vers la solution et l'excellence opérationnelle d'Ekimetrics :·       Contribuer en permanence à l'optimisation des solutions techniques développées en interne et déployées auprès de nos clients ;·       Ecrire et construire les standards de demain pour participer à l'excellence opérationnelle d'Ekimetrics ;·       Participer à l'animation de la communauté Data Science, à la veille technologique et au partage de connaissances sur l'état de l'art autour des sujets Data.Une dimension People & Business Développement :·       Contribuer de manière proactive au développement des membres plus juniors de l'équipe, afin d'augmenter leur impact dans tous les domaines d'activité de nos clients ;·       Participer et créer/dispenser des formations techniques dans le cadre de notre programme de formation interne Eki.Academy ;·       Contribuer au recrutement et donc à la croissance de l'équipe ;·       Participer aux activités d'avant-vente des projets Ekimetrics ;·       Faire connaître à l'extérieur les solutions commerciales innovantes que nous proposons à nos clients en participant à des conférences thématiques ou à d'autres événements technologiques spécifiques.Pourquoi nous rejoindre ?Rejoindre Ekimetrics, c'est intégrer une entreprise dont les valeurs s'appliquent au quotidien :·       Evoluer dans un environnement type start-up et non traditionnel (#curiosité)·       Être capable de prendre le feedback pour s'améliorer (#excellence)·       Se former dès son arrivée et en continu grâce à une expérience apprenante unique et riche de nombreuses ressources (internes, externes, live et digital) alliant savoirs techniques, savoir-être et savoir-faire (#transmission)·       Faire partie d'une « famille » soudée et unie (#plaisir)·       Imaginer des solutions inattendues & sortir de sa zone de confort (#créativité)En 2023, Ekimetrics a obtenu le statut d'entreprise à mission qui témoigne de notre ambition forte en matière de RSE. Nous sommes également certifiés Great Place to Work.Vous aurez accès à...·       Au catalogue de formation EkiA qui contient des programmes qui vous feront monter en compétences sur nos solutions et nos métiers, des parcours apprenants sur notre plateforme digitale ainsi que des programmes dédiés à nos enjeux prioritaires, dont la sensibilisation aux sujets environnementaux avec la Climate School AXA.·       Une vie sportive, artistique, musicale, ludique, caritative et engagée : de notre salle de sport privatisée à nos expositions d'art, en passant par des jeux vidéo et des concerts, ou encore les défis RSE sur la plateforme Vendredi ;·       De nombreux événements et séminaires pour rester proche de votre communauté ;·       Des locaux modernes dans un quartier dynamique au coeur de Paris (Grands boulevards)·       Une politique de télétravail flexible.Notre processus recrutementUn entretien RH avec Lucie ou ZoulikhaUn entretien technique avec un manager data scienceUn entretien business avec un senior managerUn entretien final avec un PartnerNous serions ravi.e.s de vous donner de plus amples informations lors d'un entretien et attendons votre candidature avec impatience !En tant qu'employeur, Ekimetrics offre à tous les mêmes opportunités d'accès à l'emploi sans distinction de genre, ethnicité, religion, orientation sexuelle, statut social, handicap et d'âge. Ekimetrics veille à développer un environnement de travail inclusif qui reflète la diversité dans ses équipes.",https://www.hellowork.com/fr-fr/emplois/37389230.html
Senior Consultant en Data Science et Marketing Analytics - N H/F,Ekimetrics,CDI,02/01/2024,,Paris 1er - 75,"Si vous êtes passionné.e de data, ou de technologie en général, et que vous avez envie d'être acteur.rice de votre avenir professionnel, votre place est sûrement chez Ekimetrics !Et si nous vous présentions quelques datas ?·       400 expert.e.s en data science·       1000 projets divers et variés pour plus de 350 clients·       4 bureaux : Paris, Hong Kong, Londres et New York·       1 milliard de $ de profits générés pour nos clients depuis 2006Chez Ekimetrics nous avons l'ambition d'accompagner nos clients à repenser leur business model, en réconciliant performance économique et objectifs durables, grâce à la data science.C'est pourquoi nous avons en interne toutes les compétences nous permettant de répondre aux besoins de nos clients : Product Managers, Product Designers, Data Architects, Lead Tech, Data Engineers, DEVOPS Engineers, Data Scientists.Pourquoi recrutons-nous ?Dans un contexte de forte croissance, nous recherchons un.e senior consultant(e) pour rejoindre notre bureau parisien.  Nous souhaitons renforcer nos équipes qui interviennent sur la « Performance Marketing » de nos clients. Nous les accompagnons autant sur des recommandations détaillées et actionnables immédiatement, que sur des stratégies de marque plus long terme, reconnectant impact business immédiat et futur.Votre rôle dans l'équipe :·       En tant que consultant senior, vous dirigerez des projets stimulants avec des clients internationaux de premier ordre dans divers secteurs, en élaborant des solutions analytiques sur mesure pour répondre aux questions marketing clés. Vous prodiguerez des conseils sur les résultats, y compris des présentations à des clients de premier plan. Vous travaillerez dans des équipes de 3 à 6 consultants, sur 1 à 2 projets simultanément.·       Vous créerez de la valeur et élargirez les relations au plus haut niveau avec les clients actuels et potentiels, et vous renforcerez/transformerez ces relations en nouvelles opportunités business pour Ekimetrics.·       Vous formerez les membres plus juniors de l'équipe afin qu'ils soient en mesure d'effectuer des travaux à fort impact dans les principaux domaines d'activité des clients.·       Enfin, vous mènerez des initiatives de développement, de nouvelles réflexions, de transfert de connaissances aux membres juniors de l'équipe, et continuerez à construire la réputation et la marque d'Ekimetrics.Pourquoi nous rejoindre ?Rejoindre Ekimetrics, c'est intégrer une entreprise dont les valeurs s'appliquent au quotidien :·       Evoluer dans un environnement type start-up et non traditionnel (#curiosité)·       Être capable de prendre le feedback pour s'améliorer (#excellence)·       Se former dès son arrivée et en continu grâce à une expérience apprenante unique et riche de nombreuses ressources (internes, externes, live et digital) alliant savoirs techniques, savoir-être et savoir-faire (#transmission)·       Faire partie d'une « famille » soudée et unie (#plaisir)·       Imaginer des solutions inattendues & sortir de sa zone de confort (#créativité)En 2023, Ekimetrics a obtenu le statut d'entreprise à mission qui témoigne de notre ambition forte en matière de RSE. Nous sommes également certifiés Great Place to Work.Vous aurez accès à...·       Au catalogue de formation EkiA qui contient des programmes qui vous feront monter en compétences sur nos solutions et nos métiers, des parcours apprenants sur notre plateforme digitale ainsi que des programmes dédiés à nos enjeux prioritaires, dont la sensibilisation aux sujets environnementaux avec la Climate School AXA.·       Une vie sportive, artistique, musicale, ludique, caritative et engagée : de notre salle de sport privatisée à nos expositions d'art, en passant par des jeux vidéo et des concerts, ou encore les défis RSE sur la plateforme Vendredi ;·       De nombreux événements et séminaires pour rester proche de votre communauté ;·       Des locaux modernes dans un quartier dynamique au coeur de Paris (Grands boulevards)·       Une politique de télétravail flexible.Notre processus recrutementUn entretien RHUn entretien technique avec un ManagerUn entretien de projection avec Consultant SeniorUn entretien d'engagement avec Manager SeniorNous serions ravi.e.s de vous donner de plus amples informations lors d'un entretien et attendons votre candidature avec impatience !€53, 000 - €62, 000 a yearEn tant qu'employeur, Ekimetrics offre à tous les mêmes opportunités d'accès à l'emploi sans distinction de genre, ethnicité, religion, orientation sexuelle, statut social, handicap et d'âge. Ekimetrics veille à développer un environnement de travail inclusif qui reflète la diversité dans ses équipes.",https://www.hellowork.com/fr-fr/emplois/37389232.html
Ingenieur Data Junior - CDI- Vannes H/F,Job Staging,CDI,25/01/2024,,Vannes - 56,"JOB-STAGING est une agence digitale de recrutement pour la tech bretonne.Notre client est un grand acteur industriel de dimension internationale. Son service Informatique recrute un ingénieur data junior pour compléter le pôle DATA déjà en place.C'est une création de poste dans le cadre d'un projet stratégique impulsé par la Direction pour optimiser et valoriser la data interne de l'entreprise.Concrètement, la mission sera de gouverner et de structurer la donnée hétérogène pour la rendre accessible et exploitable par les services demandeurs (R&D, finances...). Cela passera par l'immersion avec les équipes opérationnelles pour comprendre l'origine de leurs données et la méthode la plus fluide pour les collecter, par la modélisation de la structure des données (internes issues par exemple de l'ERP SAGE X3 ou des données liées au développement produit, ou externes provenant de fournisseurs) ainsi que par la mise en place d'une architecture d'entrepôts en vue de l'optimisation des traitements après migration vers un MySQL.Notre client recherche un/e EXPERT/E, passionné/e de la DATA, autonome, curieux/se, créatif/ve et rigoureux/se.Les 3 compétences indispensables pour ce poste sont :-  Maîtrise de la Gouvernance Data en lien avec les applications métiers et modélisation de la structuration des données y compris non-structurées (autonomie dans la construction d'un POC de BDD),-  Expérience significative d'une mise en place d'architecture : modèle, collecte, structuration, migration, requêtage, entrepôt-  Stack technique : ETL (ex. Talend), data lake (ex. Snowflake), Power BI, NoSQL idéalementLes qualités personnelles attendues sont : l'autonomie dans la prise de décision et l'avancement des projets, la capacité à analyser le besoin des clients internes, la capacité à apporter des solutions ergonomiques aux clients internes en saisie et en analyse de données, la facilité à collaborer spontanément avec le reste de l'équipe technique (équipe expérimentée très compétente et collaborative partageant un même open space), une aisance à vulgariser les enjeux techniques auprès d'un public impliqué.Ce poste s'inscrit dans un environnement scientifique et règlementaire (collaboration avec le DPO sur la gouvernance des données et l'équipe infra pour la sécurisation) qui nécessite de la rigueur dans la méthodologie, les procédures et la documentation.Postulez directement sur : https://www.job-staging.com/jobs/data-engineer-junior/",https://www.hellowork.com/fr-fr/emplois/45563506.html
Machine Learning Engineer H/F,ADHERENCE CONSULTING,CDI,26/01/2024,40000 - 70000 EUR par an,Lille - 59,"Nous recherchons un ML Engineer qui rejoindra l'équipe MLOPS. Les missions de cette équipe sont :-  D'accompagner les Data Scientists sur toutes les parties techniquement complexes de leur projet (mise en production, entraînement avec gros volumes de data...)-  De mettre à disposition des Data Scientists tous les outils techniques permettant d'entraîner / réentraîner, de mettre en production des modèles de ML-  Le ML Engineer devra avoir des compétences en Data Science (ie. comprendre les algorithmes de ML ""connus"") et avoir une bonne maîtrise sur le build de pipeline ML.-  Il devra également avoir une expérience de mise en production / run de modèles de ML (expérience indispensable)",https://www.hellowork.com/fr-fr/emplois/45632563.html
Data Scientist H/F,Enedis,Alternance,22/01/2024,"471,74 - 1747,20 EUR par mois",Lyon - 69,"Description du posteAu sein d'un domaine technique et opérationnel, vous serez en charge d'appuyer les managers de l'agence sur la performance et le pilotage des activités :Vous travaillerez sur la Dataviz et notamment sur PowerBiVos missions :-  Vous collectez et analysez les données nécessaires à l'amélioration du modèle d'activité de l'agence-  Vous mettez au point de nouveaux rapports, tableaux de bord, ainsi qu'automatiser leur mise à jour (quotidienne, hebdomadaire, mensuelle...) afin de piloter les différentes activités de l'agence-  Vous mettez en place d'outils d'analyse des data collectées pour améliorer les modèles de maintenance, en créer de nouveaux si nécessaire-  Vous collectez et analysez les données techniques sur le parc de matériel (par exemple parc OMT : organe manoeuvré télécommandé, parc de comptage) et le mettre en lien avec les variations de performance (relève, fiabilité OMT...)-  Vous aidez à l'élaboration d'outils permettant la mise en valeurs des données essentielles, par les techniques de storytelling à destination des techniciens, du management des bases et du management de l'agenceAvantages :Rémunération : les pourcentages appliqués sont supérieurs à la réglementation fixée par la loi.Congés : 30 jours de congés payés + 5 jours supplémentaires pour les révisionsAide au logement : 400€ max/moisIntéressement : Une prime d'intéressement pour tous les alternants ayant une ancienneté d'au moins 3 mois sur l'année N-1Transports : 100% des frais de transport quotidien pris en charge par l'employeurSanté : vous bénéficierez d'un régime de prévoyance et d'un régime frais de santéAide au permis : 800€ max aide à l'obtention du permis B pour les contrats d'apprentissage (+ aide de l'état de 500€)",https://www.hellowork.com/fr-fr/emplois/45429738.html
Stage - Data - Analyste de Marché Aéronautique H/F,Safran,Stage,27/01/2024,,Réau - 77,"Ce stage s'inscrit dans le cadre de l'étude des besoins des compagnies aériennes et des loueurs d'avions. Il a pour objectif de développer sous Tableau une représentation du marché aéronautique civil.La mission :1)	Compréhension du marché aéronautique et de l'outil Tableau existant (supporté par les experts métier)2)	Recherche exploratoire, data engineering dans le respect des besoins utilisateurs3)	Implémentation des solutions retenues dans l'outil Tableau existant4)	Mise à disposition vers les clients concernés",https://www.hellowork.com/fr-fr/emplois/41854660.html
Data Engineer H/F,INFOGENE,CDI,18/01/2024,50000 - 65000 EUR par an,Nanterre - 92,"En tant que Data Engineer F/H vous aurez pour mission au sein de l'équipe technique de :-  Analyser les données (par origine, contrats, criticités...) : fixer les priorités et analyser les différents cas d'usage-  Etablir des TBB de suivi (par branche/usage/Typologie de clients) : Donner un reporting de suivi & un niveau de risque-  Détecter des doublons (pour éviter de solliciter inutilement nos clients) : Baisser les coûts, améliorer la performance-  Filtrer régulièrement les dataSets, de façon à isoler les contrats résiliés : Ne pas solliciter nos ex-clientsIl/elle est aussi à l'écoute de nos interlocuteurs business avec qui il interagit constamment.",https://www.hellowork.com/fr-fr/emplois/45267026.html
Data Engineer H/F,INFOGENE,CDI,19/01/2024,,Neuilly-sur-Seine - 92,"Description du posteEn tant que Data Engineer F/H vous aurez pour mission au sein de l'équipe technique de :-  Analyser les données (par origine, contrats, criticités...) : fixer les priorités et analyser les différents cas d'usage-  Etablir des TBB de suivi (par branche/usage/Typologie de clients) : Donner un reporting de suivi & un niveau de risque-  Détecter des doublons (pour éviter de solliciter inutilement nos clients) : Baisser les coûts, améliorer la performance-  Filtrer régulièrement les dataSets, de façon à isoler les contrats résiliés : Ne pas solliciter nos ex-clientsIl/elle est aussi à l'écoute de nos interlocuteurs business avec qui il interagit constamment.",https://www.hellowork.com/fr-fr/emplois/45313851.html
Ingénieur-e Logiciel Software Engineer H/F,Safran,CDI,26/01/2024,,Moissy-Cramayel - 77,"L'EquipeAu sein du Département De Méthodes et Management de la Durabilité, le poste à pourvoir est rattaché à une équipe en charge de mettre à disposition des Bureaux d'études des méthodes et des outils de calculs de durée de vie avec des analyses de comportements avancées pour des structures fortement sollicitées thermiquement et mécaniquement. Cette équipe est principalement constituée d'experts métiers et de docteurs ingénieurs en mécanique des matériaux/structures orientés en simulation numérique (méthodes numériques).Notre AmbitionNous déployons des méthodes et des outils numériques dans différents secteurs clients de Safran Aircraft Engines. Ces outils sont développés en fortran 90 et Python (API) sous l'appui de sociétés externes en prestation informatique scientifique. In fine, nous cherchons à déployer des solutions numériques innovantes afin d'optimiser l'efficacité opérationnelle des processus, des méthodes, et des outils.Pour ce faire, l'équipe - très orientée à ce jour « Modélisation & Simulation » - doit se doter d'un autre axe de compétence en « Science Informatique » avec des ingénieurs développeurs (conception, développement, MCO, plateforme, HPC). Très rapidement, tous ces outils devront graviter dans un environnement de données massives (essais, caractérisations matériaux, calculs, productions, Retex), et généreront autant de données cruciales pour la compréhension et l'anticipation du comportement moteur. Cette dernière partie devrait conduire à l'intégration d'un 3ième axe autour de la « data science » dans le but de déterminer des algorithmes de prédiction par l'usage du machine learning ML & deep learning DL par exemple.Vos Missions-  Etre garant informatique de notre « plateforme » outils de durée de vie en y intégrant une démarche DEVOPS optimale et adaptée à l'environnement et moyens informatiques-  Refactoring progressif des codes en full Python et/ou Python/C++/Fortran pour une démarche de développement en micro-services par API sur clients lourds en Fortran/C++ interfacé Python-  Installer une méthode agile et Lean dans le développement de nos codes dans l'équipe et le processus-  Accompagner l'équipe dans les développements informatiques à l'externe en apportant son expertise-  Définir, en collaboration avec le service méthodes et outils de durée de vie & les bureaux d'études clients, les spécifications détaillées de développement & architecture efficiente adaptée aux besoins clients-  Être moteur dans la montée en compétence des collaborateurs en « Modélisation&Simulation » sur le développement informatique de nos outils Python en priorité (rédaction de bonnes pratiques, vérification de la qualité de code, conseils & expertises)-  Participer activement aux réseaux métiers mathématiques, algorithmes et big datas rassemblant experts et acteurs dans la démarche de progrès de ces displines",https://www.hellowork.com/fr-fr/emplois/43195439.html
Data Scientist - Nlp - Llm H/F,Orano,Stage,23/01/2024,,La Hague - 50,"La Direction Maîtrise des Risques et Expertise est garante d'un haut niveau de maîtrise des risques dans les domaines sûreté, sécurité, environnement et protection des différentes entités de l'établissement. Elle est également en charge de l'expertise technique et des activités de pérennisation du fonctionnement de l'usine. La Direction Maîtrise des Risques et Expertise est en interface forte avec les directions opérationnellesAu sein de l'équipe Data du Pôle Technique de la Direction Maîtrise des Risques et Expertise de l'usine Orano Recyclage de La Hague, vous aurez comme mission de mettre en oeuvre l'utilisation d'un Large Language Model (LLM) associé à un chatbot conversationnel (type GPT) pour l'exploitation de bases de données métier à dominante textuelle (reportings d'interventions, documents techniques). L'objectif est de permettre aux métiers (techniciens d'intervention, experts, etc.) d'accéder et de récupérer rapidement des informations issues de ces bases de connaissances.Vous aurez en charge :le choix des modèles (conditionné par le dimensionnement aux besoins et ressources matérielles d'une utilisation On-Premise),la définition et la construction du pipeline fonctionnel de préparation et d'analyse des donnéesle développement d'un applicatif à l'usage des métiers concernés.Dans ce cadre, vous considérerez notamment le choix technique entre un fine-tuning du LLM ou le recours à de la Retrieval Augmented Generation (RAG), puis démontrerez la pertinence de votre proposition.Vous intégrerez également le processus de veille des solutions équivalentes proposées sur le marché et participerez au benchmark de solutions déjà sélectionnées par l'entreprise. Il vous incombera d'évaluer la compatibilité puis la faisabilité d'industrialisation de ces solutions pour les cas d'usage métier identifiés en début de stage.",https://www.hellowork.com/fr-fr/emplois/43051231.html
Chargé - Chargée de Développement Bi H/F,ETF - Eurovia Travaux Ferroviaires,Stage,19/01/2024,,Saint-Denis - 93,"Rattaché au PMO (Project Manager Officer), vous aurez pour mission, en tant que stagiaire BI, de participer à la création de tableaux de bord, à l'analyse de données, ainsi qu'à l'automatisation des rapports. Ceci afin de transformer les données en informations utiles, soutenant ainsi la prise de décision de l'entreprise.Dans le cadre du projet de régénération industrielle des voies ferrés, ETF renouvellera en moyenne 120km de voie ferrée par année pour son client SNCF-Réseau à l'aide d'un train usine « TEVO ».Missions :- Contribuer à l'automatisation des processus de reporting, y compris la production automatisée et les contrôles requis.- Concevoir, développer et implémenter les outils ou les solutions de reporting, d'aide à la décision.- Intégrer des données provenant de différentes sources dans Power BI en utilisant des requêtes Power Query.- Accompagner les équipes en support au déploiement des tableaux de bords automatisés dans Power BI.- Livrer les solutions Power BI clef en main aux utilisateurs.- Accompagner les équipes en support au déploiement des outils de reportings / dashboard.",https://www.hellowork.com/fr-fr/emplois/41535139.html
Stage - Data Ingénieur H/F,Orange,Stage,25/01/2024,,Montigny-le-Bretonneux - 78,"MissionL'objectif est de choisir les technologies appropriées pour la création d'un composant qui sera central dans les solutions de Business Intelligence dans le monde Entreprises pour Orange.Trois technologies seront en jeu : Teradata, Cloudera, Google Cloud Platform.Vous serez en relation avec les architectes, les équipes d'étude, de réalisation et d'exploitation.Les aspects performance, maintenabilité et observabilité seront des enjeux importants pour la mission.",https://www.hellowork.com/fr-fr/emplois/45558665.html
Ingénieur Data Scientist - IA dans l'Industrie H/F,Orano,CDI,13/01/2024,,Pierrelatte - 26,"Nous recherchons un(e) Data Scientist H/F, ayant déjà une expérience réussie dans l'industrie, pour rejoindre notre équipe Performance Opérationnelle.Votre missionDans le cadre de notre stratégie industrie 4.0, vous ferez preuve d'innovation pour optimiser nos processus industriels. Vous développerez des solutions en :Modélisation Mathématique, Recherche Opérationnelle et Aide à la Décision, Computer vision, Machine Learning, Analyse de séries temporelles, Statistique, Data mining, Maintenance prédictive, etc.Vos responsabilitésTravailler en étroite collaboration avec les équipes opérationnelles pour comprendre les besoins métier et identifier les opportunités d'optimisation grâce à l'Intelligence Artificielle.Analyser les données, concevoir des solutions, développer vos modèles pour résoudre des problèmes opérationnels.Travailler avec les équipes du système d'information pour déployer votre solution sur la plateforme IA du site industriel.",https://www.hellowork.com/fr-fr/emplois/41305902.html
Chargé de Projet Numérique H/F,Enedis,Stage,20/01/2024,,Courbevoie - 92,"Rejoignez une équipe dynamique et une entreprise innovante, pour devenir notre prochain stagiaire Chargé(e) de projet numérique à Courbevoie (92) et préparer un Master ou un diplôme d'ingénieur dans le numérique.CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE ?L'objectif de la mission est la suivante : Concevoir un entrepôt de données, développer des tableaux de bord, et des rapports Power-BI.Rattaché au chef de projet numérique, vous serez chargé de :-  Analyser les outils existants,-  Définir les besoins métiers auprès des interlocuteurs désignés,-  Concevoir la solution cible répondant aux besoins,-  Modéliser et récupérer les données provenant de plusieurs sources distinctes (fichiers Excel, bases de données...),-  Développer des tableaux de bords, et des rapports Power-BI,-  Contribuer à l'élaboration de la documentation et des supports de communication internes,-  Former les utilisateurs-  Fournir la documentation nécessaire à la maintenance des tableaux de bord, et des rapports Power-BI qui ont été développés dans le cadre de cette mission.Vous souhaitez nous rejoindre ? Alors n'hésitez pas à candidater avec CV, lettre de motivation et derniers bulletins scolaires.Conformément aux engagements pris par Enedis en faveur de l'intégration des personnes en situation de handicap, cet emploi est ouvert à toutes et à tous sous réserve de l'accord de la médecine du travail",https://www.hellowork.com/fr-fr/emplois/45380488.html
Stagiaire Bac +5 Énergie Recherche Opérationnelle Statistiques H/F,CEA,Stage,24/01/2024,,Le Bourget-du-Lac - 73,"L'objectif du stage est de développer des méthodes d'agrégation temporelle (clustering de séries temporelles) pour les modèles d'optimisation de systèmes énergétiques multi-vecteurs.Les missions sont les suivantes :- Étude bibliographique sur les méthodes d'agrégation temporelle.- Développement d'une ou plusieurs de ces méthodes.- Étude comparative de ces méthodes sur un ou plusieurs cas d'études réels, sur des données réelles issues d'un historique ou sur des données prévues.- Analyse de l'impact de la qualité des séries temporelles sur les résultats de l'optimisation.Ce sujet de stage peut amener à la rédaction d'un article scientifique.Une prolongation en thèse de ces travaux de recherche est fortement envisagée. La thèse porterait plus généralement sur l'hybridation de modèles d'optimisation par des approches de machine learning pour tenir compte des incertitudes.",https://www.hellowork.com/fr-fr/emplois/41713189.html
